Time_Stamps,AC_CabinTemp,AC_CabinTemp_FC,VEC,VEC_FC,VS
633,28.65,24.68,0.04,0.18,21.48
634,28.92,33.4,0.92,0.89,93.5
635,23.39,24.06,0.61,0.15,20.53
636,27.82,27.92,0.81,0.64,93.13
637,28.92,29.87,0.38,0.89,65.46
638,25.15,30.99,0.47,0.91,11.32
639,25.5,26.98,0.87,0.79,58.19
640,26.9,33.3,0.41,0.18,31.85
641,22.26,29.39,0.53,0.82,38.32
642,26.19,27.71,0.02,0.28,44.02
643,24.75,22.87,0.16,0.92,42.27
644,26.26,28.04,0.64,0.71,66.41
645,23.56,32.67,0.72,0.79,76.84
646,33.58,29.99,0.58,0.09,32.92
647,29.72,32.82,0.14,0.58,92.44
648,30.83,28.42,0.45,0.82,93.85
649,32.26,23.54,0.36,0.86,4.07
650,28.48,22.18,0.5,0.03,1.49
651,23.13,25.94,0.87,0.94,42.51
652,28.98,31.07,0.78,0.04,59.06
653,29.63,32.27,0.08,0.61,27.79
654,31.69,25.84,0.89,0.69,25.94
655,27.61,28.44,0.47,0.11,67.83
656,23.66,27.47,0.74,0.05,60.17
657,25.69,27.34,0.14,0.78,16.71
658,26.72,25.01,0.67,0.38,88.45
659,30.4,23.77,0.24,0.11,68.0
660,29.42,24.56,0.44,0.76,36.26
661,26.63,22.72,0.02,0.85,68.36
662,34.82,24.58,0.15,0.59,11.27
663,29.88,22.12,0.09,0.16,46.83
664,25.08,30.15,0.24,0.02,16.9
665,23.32,26.11,0.1,0.7,4.14
666,23.99,34.65,0.69,0.55,33.83
667,25.2,24.52,0.03,0.65,15.07
668,24.09,26.5,0.62,0.81,63.35
669,24.43,26.65,0.14,0.43,67.41
670,25.71,22.11,0.95,0.12,14.87
671,24.25,32.91,0.93,0.94,2.46
672,33.66,22.42,0.23,0.55,79.28
673,23.04,34.22,0.61,0.62,0.21
674,28.82,33.6,0.03,0.93,34.39
675,27.34,28.96,0.93,0.93,49.46
676,34.77,29.07,0.52,0.57,81.86
677,23.46,30.5,0.04,0.3,83.86
678,27.17,27.03,0.34,1.0,72.49
679,34.6,30.41,0.08,0.68,24.72
680,33.25,22.58,0.39,0.41,72.02
681,32.62,22.7,0.67,0.56,24.65
682,25.35,27.94,0.47,0.42,21.46
683,24.22,29.15,0.38,0.89,54.71
684,30.69,33.54,0.12,0.48,67.89
685,34.08,23.36,0.24,0.82,5.31
686,29.24,32.69,0.1,0.84,6.0
687,29.43,24.73,0.81,0.82,78.42
688,25.64,27.12,0.14,0.72,85.95
689,32.0,26.12,0.6,0.85,60.44
690,24.43,27.2,0.34,0.39,42.88
691,26.21,23.96,0.23,0.11,84.53
692,27.53,28.55,0.64,0.84,72.88
693,28.6,32.42,0.46,0.5,57.96
694,25.15,27.74,0.4,0.13,31.98
695,23.49,28.38,0.59,0.12,19.8
696,29.94,33.03,0.49,0.16,41.87
697,25.75,31.18,0.3,0.75,28.68
698,29.56,28.38,0.56,0.71,33.93
699,24.01,25.35,0.67,0.2,51.56
700,28.25,33.5,0.03,0.85,16.91
701,28.92,29.5,0.47,0.28,80.62
702,22.67,24.87,0.06,0.79,14.55
703,26.38,25.5,0.19,0.49,48.1
704,23.75,32.44,0.56,0.73,74.6
705,22.82,22.57,0.87,0.38,48.5
706,34.87,34.9,0.88,0.35,36.1
707,26.19,23.69,0.07,0.84,47.49
708,32.53,32.35,0.42,0.04,84.87
709,25.31,27.13,0.58,0.97,99.04
710,30.86,28.4,0.15,0.65,63.11
711,31.88,33.45,0.77,0.43,79.34
712,29.74,27.37,0.74,0.63,1.45
713,28.13,28.99,0.9,0.12,88.04
714,27.35,22.64,0.01,0.51,95.4
715,26.54,22.03,0.22,0.99,57.52
716,34.08,25.18,0.83,0.24,75.38
717,32.8,30.85,0.67,0.72,51.27
718,34.55,23.58,0.89,0.43,28.62
719,23.62,23.48,0.06,0.65,85.22
720,31.5,27.34,0.6,0.2,59.68
721,34.2,30.42,0.57,0.47,57.94
722,24.36,31.26,0.04,0.98,65.91
723,22.86,24.32,0.51,0.2,85.6
724,31.63,23.03,0.61,0.64,73.19
725,29.47,34.23,0.19,0.58,21.11
726,32.94,25.39,0.27,0.57,46.68
727,23.82,33.09,0.64,0.62,98.03
728,32.34,33.23,0.47,0.5,55.46
729,24.62,32.04,0.86,0.02,93.82
730,24.13,24.19,0.34,0.9,81.34
731,24.14,32.68,0.27,0.83,66.6
732,32.59,32.0,0.98,0.17,34.94
733,30.65,29.76,0.91,0.41,30.43
734,28.8,26.38,0.03,0.77,64.34
735,26.66,25.41,0.77,0.98,43.26
736,33.4,23.58,0.11,0.95,79.88
737,27.1,28.63,0.03,0.9,76.05
738,32.62,29.61,0.27,0.16,31.21
739,27.71,26.67,0.27,0.91,70.27
740,26.9,28.18,0.82,0.88,49.46
741,28.01,26.73,0.71,0.38,32.33
742,25.92,30.33,0.98,0.39,41.3
743,31.72,33.72,0.71,0.46,89.54
744,28.54,24.13,0.42,0.66,35.95
745,25.02,26.96,0.7,0.26,28.74
746,33.69,23.83,1.0,0.02,35.18
747,26.99,30.12,0.71,0.14,21.46
748,29.07,31.48,0.76,0.44,54.46
749,33.78,34.11,0.94,0.28,14.74
750,30.12,25.63,0.11,0.76,81.74
751,23.52,34.35,0.7,0.11,22.56
752,34.22,22.82,0.85,0.92,59.81
753,30.16,29.84,0.95,0.9,12.5
754,26.35,22.74,0.21,0.91,97.85
755,23.81,33.62,0.5,0.74,45.46
756,32.32,28.89,0.68,0.11,82.22
757,30.06,30.7,0.25,0.44,76.86
758,28.93,32.81,0.6,0.13,71.37
759,33.62,23.95,0.26,0.99,82.74
760,32.25,22.5,0.33,0.33,10.05
761,23.97,33.43,0.44,0.59,67.85
762,26.05,26.09,0.53,0.78,26.58
763,25.23,23.68,0.45,0.92,78.59
764,31.67,28.09,0.49,0.76,95.69
765,22.44,29.78,0.3,0.67,90.15
766,29.41,22.4,0.16,0.47,11.5
767,31.91,25.57,0.05,0.61,36.96
768,33.4,22.43,0.2,0.09,36.43
769,26.45,27.46,0.58,0.88,12.23
770,32.68,33.64,0.79,0.54,9.81
771,23.44,34.77,0.17,0.04,38.49
772,33.0,30.28,0.11,0.92,99.21
773,23.66,24.1,0.75,0.49,56.89
774,27.16,33.78,0.31,0.87,62.18
775,32.36,28.71,0.95,0.86,47.1
776,23.95,24.0,0.71,0.82,66.23
777,24.98,33.98,0.33,0.06,95.67
778,31.39,31.85,0.29,0.25,58.87
779,31.36,31.51,0.52,0.88,6.5
780,30.33,31.22,0.08,0.9,49.29
781,31.02,24.6,0.12,0.46,99.28
782,29.06,24.74,0.18,0.44,38.74
783,25.27,30.95,0.77,0.18,59.39
784,26.49,24.86,0.51,0.97,10.66
785,24.36,27.7,0.01,0.21,14.12
786,33.81,32.17,0.67,0.19,87.47
787,29.58,32.19,0.42,0.66,30.03
788,27.21,27.89,0.51,0.24,30.55
789,28.01,32.3,0.21,0.94,38.72
790,34.31,32.9,0.55,0.01,96.65
791,23.99,30.51,0.98,0.01,8.44
792,29.62,24.97,0.07,0.5,81.88
793,28.58,25.56,0.28,0.49,34.16
794,29.95,26.09,0.24,0.16,84.95
795,22.24,23.52,0.25,0.49,99.18
796,33.34,25.55,0.38,0.41,34.87
797,34.12,24.72,0.82,0.89,12.94
798,29.35,27.92,0.91,0.01,14.44
799,31.06,33.81,0.2,0.98,75.87
800,33.99,23.36,0.54,0.62,14.49
801,31.19,31.36,0.64,0.15,26.04
802,23.98,30.93,0.52,0.05,20.44
803,29.49,23.24,0.43,0.54,35.57
804,29.89,33.99,0.19,0.23,7.44
805,27.51,29.39,0.49,0.3,85.67
806,31.57,26.73,0.4,0.25,86.01
807,34.15,31.84,0.8,0.65,41.29
808,34.03,25.35,0.76,0.55,61.21
809,27.86,31.02,0.13,0.08,64.2
810,23.47,22.52,0.09,0.53,74.93
811,34.8,32.91,0.91,0.79,52.07
812,32.91,27.83,0.54,0.08,51.03
813,23.62,30.28,0.86,0.89,63.13
814,33.97,24.88,0.06,0.58,70.3
815,33.31,30.8,0.53,0.95,34.67
816,28.74,32.04,0.54,0.15,33.04
817,29.69,28.15,0.86,0.99,26.97
818,27.19,30.03,0.1,0.64,54.88
819,22.71,27.93,0.24,0.57,36.02
820,26.36,33.62,0.41,0.52,54.03
821,32.44,28.47,0.87,0.02,40.6
822,22.06,32.94,0.94,0.94,83.67
823,26.34,32.42,0.99,0.64,7.31
824,27.18,27.34,0.96,0.09,57.22
825,28.99,24.99,0.01,0.02,57.56
826,33.96,27.28,0.05,0.05,38.37
827,26.5,32.74,0.15,0.61,42.1
828,26.51,24.96,0.35,0.61,80.01
829,31.59,28.82,0.83,0.5,28.07
830,27.88,32.48,0.89,0.31,87.14
831,24.92,26.6,0.19,0.53,89.63
832,27.88,30.35,0.62,0.52,65.06
833,23.83,25.19,0.92,0.02,77.29
834,24.29,23.42,0.46,0.28,61.29
835,28.48,32.33,0.1,0.05,52.53
836,27.45,23.29,0.46,0.9,96.67
837,33.89,25.53,0.38,0.73,28.27
838,26.71,33.12,0.58,1.0,15.42
839,29.55,26.5,0.44,0.3,28.75
840,30.22,34.65,0.02,0.88,61.46
841,22.17,34.74,0.99,0.6,18.52
842,30.63,25.49,0.54,0.45,90.88
843,24.31,22.53,0.47,0.22,41.1
844,34.49,31.17,0.95,0.74,85.0
845,23.93,27.86,0.16,0.9,24.92
846,27.39,23.31,0.19,0.24,31.32
847,23.11,31.2,0.81,0.18,5.92
848,34.96,22.41,0.26,0.7,25.78
849,28.53,33.31,0.8,0.98,49.03
850,29.74,23.8,0.27,0.75,94.61
851,22.87,23.66,0.03,0.28,38.89
852,31.75,24.28,0.52,0.42,63.97
853,24.73,34.48,0.2,0.38,42.77
854,33.67,31.01,0.76,0.85,4.68
855,24.67,32.42,0.64,0.77,50.35
856,24.48,27.17,0.92,0.59,6.59
857,22.48,26.37,0.78,0.27,88.37
858,28.14,25.05,0.18,0.94,75.3
859,29.34,28.25,0.8,0.65,37.87
860,22.85,29.17,0.64,0.97,64.02
861,32.08,30.21,0.67,0.58,11.2
862,27.89,25.34,0.83,0.82,70.26
863,28.82,34.33,0.57,0.81,82.27
864,27.73,24.21,0.47,0.34,82.17
865,27.21,34.55,0.64,0.96,28.43
866,29.28,22.19,0.3,0.02,26.37
867,24.02,28.25,0.18,0.77,52.14
868,24.37,26.33,0.62,0.97,96.78
869,33.2,27.84,0.23,0.34,92.05
870,34.3,29.42,0.08,0.65,35.96
871,26.85,27.66,0.0,0.56,77.98
872,25.52,27.39,0.61,0.76,92.13
873,30.37,31.53,0.36,0.87,26.09
874,27.31,30.92,0.75,0.6,83.03
875,22.33,32.83,0.38,0.82,26.79
876,24.03,25.25,0.49,0.31,34.33
877,31.31,29.92,0.41,0.23,19.88
878,30.57,29.61,0.65,0.43,50.71
879,22.35,26.81,0.36,0.68,84.33
880,24.89,28.32,0.96,0.19,52.81
881,25.0,26.08,0.94,0.68,12.34
882,30.73,23.84,0.85,0.39,25.18
883,22.26,24.78,0.92,0.8,56.29
884,23.35,23.37,0.45,0.04,58.32
885,32.4,30.88,0.54,0.67,57.69
886,24.32,30.59,0.74,0.65,7.7
887,30.49,34.36,0.7,0.94,75.37
888,25.1,31.49,0.89,0.71,90.94
889,23.29,22.68,0.72,0.8,51.05
890,25.16,33.5,1.0,0.9,71.88
891,31.39,33.21,0.35,0.68,91.4
892,33.12,27.76,0.83,0.29,64.26
893,32.79,29.62,0.7,0.87,67.43
894,27.16,34.69,0.69,0.75,72.14
895,30.69,28.92,0.33,0.42,26.05
896,24.66,33.77,0.79,0.71,58.27
897,25.81,23.08,0.9,0.87,84.22
898,33.65,24.48,0.22,0.98,29.62
899,22.17,27.73,0.63,0.95,89.72
900,23.11,29.6,0.39,0.33,62.04
901,24.7,32.61,0.99,0.42,42.32
902,22.34,34.85,0.48,0.11,62.32
903,24.36,27.06,0.23,0.25,40.19
904,29.58,22.62,0.38,0.88,83.8
905,27.48,32.42,0.65,0.36,48.23
906,33.6,29.86,0.08,0.62,90.12
907,32.63,24.58,0.6,0.67,50.98
908,26.44,28.43,0.93,0.78,66.04
909,25.37,31.65,0.85,0.18,99.77
910,26.94,32.02,0.07,0.3,14.7
911,29.67,28.5,0.99,0.45,73.67
912,25.48,25.97,0.7,0.36,13.89
913,30.11,34.66,0.16,0.98,83.89
914,27.32,30.62,0.01,0.83,59.65
915,29.18,27.31,0.17,0.48,93.82
916,27.67,25.65,0.84,0.88,86.6
917,25.83,31.5,0.02,0.35,7.49
918,34.33,25.15,0.23,0.79,13.73
919,31.93,24.23,0.76,0.22,60.12
920,23.82,28.89,0.59,0.77,51.83
921,33.29,25.77,0.78,0.46,16.86
922,28.34,30.18,0.75,0.11,12.94
923,33.63,23.53,0.05,0.27,56.4
924,32.4,30.51,0.89,0.4,4.89
925,27.53,25.68,0.23,0.75,87.37
926,22.29,22.0,0.55,0.07,80.71
927,25.49,23.65,0.64,0.66,78.54
928,29.04,34.14,0.17,0.72,1.6
929,30.24,33.28,0.98,0.65,4.76
930,25.35,25.04,0.49,0.76,54.98
931,23.81,32.12,0.06,0.18,99.44
932,32.85,29.91,0.94,0.59,34.23
933,34.8,34.62,0.59,0.94,34.44
934,28.83,26.86,0.7,0.61,13.43
935,24.23,30.86,0.53,0.61,67.43
936,25.54,22.83,0.83,0.74,64.67
937,22.24,27.15,0.03,0.33,10.13
938,33.89,34.53,0.27,0.7,46.74
939,23.53,29.01,0.47,0.92,66.71
940,29.49,25.74,0.08,0.01,49.35
941,25.56,23.56,0.71,0.87,67.44
942,29.2,31.15,0.39,0.22,81.63
943,30.47,30.38,0.27,0.46,68.58
944,32.79,26.86,0.0,0.85,61.61
945,24.68,34.36,0.72,0.82,85.36
946,22.14,22.29,0.83,0.89,90.06
947,23.78,25.95,0.4,0.94,38.89
948,33.7,33.97,0.56,0.45,17.32
949,33.36,26.17,0.23,0.66,81.79
950,29.77,25.28,0.62,0.39,21.38
951,29.81,28.94,0.01,0.35,92.9
952,30.65,32.71,0.49,0.43,2.29
953,24.28,23.34,0.64,0.74,92.13
954,33.89,34.26,0.92,0.5,58.92
955,27.44,32.34,0.38,0.81,77.47
956,26.98,24.36,0.77,0.75,39.85
957,28.75,31.26,0.6,0.02,99.17
958,22.61,27.0,0.93,0.63,22.76
959,24.16,27.23,0.4,0.44,26.43
960,31.59,32.18,0.32,0.46,5.14
961,23.08,34.52,0.89,0.82,94.05
962,29.84,23.65,0.05,0.55,45.6
963,25.19,27.47,0.14,0.89,67.49
964,27.06,28.25,0.08,0.71,68.74
965,25.75,26.89,0.84,0.55,87.45
966,26.62,26.72,0.01,0.75,66.49
967,31.35,22.68,0.86,0.04,56.2
968,25.86,30.91,0.45,0.03,71.03
969,29.36,27.67,0.0,0.08,75.1
970,28.19,24.53,0.4,0.44,18.59
971,30.63,32.61,0.19,0.24,10.97
972,34.18,32.43,0.62,0.98,7.48
973,31.52,28.32,0.68,0.54,37.41
974,24.79,25.88,0.49,0.66,49.8
975,22.41,30.3,0.04,0.28,61.56
976,25.41,25.75,0.66,0.32,95.8
977,29.74,25.07,0.84,0.34,33.08
978,22.67,31.5,0.72,0.7,76.09
979,28.45,22.52,0.83,0.47,53.14
980,29.76,23.23,0.2,0.52,22.01
981,26.35,22.09,0.89,0.59,61.53
982,32.02,23.99,0.32,0.77,96.72
983,23.39,22.9,0.01,0.09,12.43
984,22.98,34.95,0.84,0.78,50.73
985,31.47,25.75,0.94,0.56,5.16
986,28.44,23.94,0.66,0.67,32.12
987,30.95,25.13,0.23,0.33,62.06
988,27.65,34.17,0.25,0.41,84.11
989,25.2,28.76,0.47,0.23,73.03
990,32.65,26.74,0.9,0.98,46.29
991,32.39,33.35,0.15,0.5,90.92
992,31.03,27.13,0.83,1.0,30.27
993,25.54,26.36,0.29,0.49,75.4
994,29.67,24.69,0.81,0.22,47.4
995,26.69,26.91,0.92,0.51,89.86
996,23.19,26.12,0.43,0.04,79.74
997,33.93,30.8,0.37,0.9,90.15
998,23.78,25.76,0.8,0.82,21.42
999,34.35,29.5,0.53,0.73,66.82
1000,27.8,22.86,0.68,0.61,73.85
1001,24.41,24.49,0.62,0.58,74.24
1002,29.04,27.3,0.15,1.0,50.4
1003,33.35,34.18,0.84,0.28,1.13
1004,31.52,26.9,0.2,0.78,26.14
1005,32.49,30.63,0.93,0.58,32.33
1006,30.56,25.32,0.25,0.98,85.2
1007,31.0,23.65,0.73,0.83,84.09
1008,33.04,22.76,0.28,1.0,10.47
1009,25.25,25.97,0.32,0.59,94.98
1010,28.36,24.05,0.31,0.2,18.25
1011,24.88,24.26,0.75,0.5,41.44
1012,34.84,31.89,0.56,0.71,21.52
1013,34.27,22.21,0.88,0.77,86.03
1014,22.51,29.25,0.31,0.0,74.94
1015,31.17,26.93,0.69,0.51,35.35
1016,34.03,28.59,0.75,0.24,68.19
1017,24.35,29.32,0.15,0.87,18.44
1018,29.38,26.07,0.4,0.15,38.23
1019,33.9,25.84,0.48,0.67,37.71
1020,22.44,31.53,0.36,0.27,23.79
1021,31.07,33.33,0.32,0.36,87.63
1022,25.87,24.5,0.69,0.94,67.88
1023,34.02,23.27,0.22,0.24,27.99
1024,34.62,33.67,0.71,0.1,24.21
1025,34.28,26.55,0.94,0.07,1.8
1026,28.16,29.17,0.57,0.5,34.66
1027,33.21,26.67,0.61,0.64,52.68
1028,32.98,23.64,0.07,0.33,27.77
1029,26.15,29.66,0.86,0.69,70.05
1030,32.78,28.83,0.29,0.06,41.17
1031,22.48,24.64,0.62,0.86,31.63
1032,29.75,27.87,0.98,0.82,93.91
1033,24.99,32.36,0.6,0.99,26.28
1034,23.57,29.68,0.72,0.94,39.83
1035,23.0,23.26,0.45,0.36,38.23
1036,31.05,29.12,0.06,0.4,24.12
1037,26.42,31.14,0.8,0.75,21.75
1038,31.42,32.31,0.03,0.13,30.24
1039,22.85,30.18,0.7,0.31,86.42
1040,26.1,23.98,0.02,0.12,76.71
1041,29.01,31.23,0.86,0.45,68.1
1042,32.28,30.81,0.16,0.55,45.71
1043,26.14,22.32,0.51,0.21,50.78
1044,30.14,27.35,0.6,0.03,26.71
1045,33.52,26.33,0.46,0.72,7.43
1046,30.01,30.7,0.34,0.02,33.1
1047,25.03,24.81,0.47,0.97,49.56
1048,22.32,29.68,0.31,0.22,5.73
1049,33.31,33.87,0.44,0.66,8.82
1050,22.28,32.37,0.36,0.43,26.3
1051,33.37,33.98,0.57,0.06,36.71
1052,28.88,34.72,0.24,0.47,39.33
1053,34.21,22.14,0.99,0.52,11.79
1054,32.38,30.1,0.5,0.85,22.58
1055,34.97,27.37,0.19,0.73,26.16
1056,26.56,33.18,0.48,0.08,6.76
1057,31.97,25.27,0.87,0.21,32.61
1058,27.23,34.75,0.02,0.31,7.22
1059,28.24,29.98,0.68,0.12,70.35
1060,30.16,32.32,0.55,0.46,38.6
1061,33.36,23.11,0.17,0.98,32.68
1062,34.79,24.38,0.82,0.51,12.65
1063,31.99,31.86,0.37,0.74,22.65
1064,27.43,22.29,0.29,0.68,23.27
1065,27.48,32.62,0.83,0.85,98.52
1066,31.59,22.18,0.64,0.22,83.53
1067,25.1,30.54,0.9,0.75,1.53
1068,23.44,26.75,0.63,0.88,61.68
1069,26.61,29.95,0.74,0.17,25.59
1070,25.73,31.05,0.84,0.35,10.44
1071,25.85,26.45,0.05,0.97,70.56
1072,25.04,23.4,0.78,0.78,13.16
1073,22.55,22.91,0.61,0.28,44.37
1074,22.23,29.66,0.07,0.56,63.22
1075,34.84,28.77,0.51,0.4,55.45
1076,27.56,31.65,0.08,0.49,97.76
1077,27.0,28.63,0.74,0.36,78.57
1078,30.84,27.49,0.55,0.28,77.42
1079,24.84,27.18,0.95,0.67,35.56
1080,34.35,22.34,0.18,0.78,0.84
1081,32.22,26.36,0.61,0.87,73.44
1082,23.16,34.69,0.21,0.16,99.97
1083,27.43,33.36,0.61,0.82,40.59
1084,33.43,26.28,0.72,0.25,98.55
1085,34.28,29.64,0.72,0.43,14.17
1086,28.08,33.01,0.82,0.9,29.65
1087,29.97,27.74,0.85,0.45,17.07
1088,24.17,22.23,0.08,0.2,47.52
1089,34.89,22.97,0.34,0.16,79.7
1090,25.01,28.64,0.69,0.47,34.07
1091,34.26,34.6,0.5,0.76,90.62
1092,30.45,31.01,0.19,1.0,54.48
1093,29.9,22.92,0.55,0.79,46.54
1094,28.66,24.46,0.41,0.88,78.7
1095,25.0,32.03,0.39,0.75,10.14
1096,24.29,32.94,0.81,0.9,77.38
1097,24.87,30.03,0.41,0.08,24.3
1098,24.42,30.38,0.03,0.93,28.08
1099,32.13,22.37,0.06,0.4,59.95
1100,26.55,32.77,0.86,0.92,90.19
1101,22.75,32.25,0.96,0.08,57.84
1102,34.6,25.37,0.69,0.72,64.89
1103,33.49,31.21,0.36,0.74,77.66
1104,34.06,24.79,0.94,1.0,25.93
1105,34.93,22.52,0.66,0.77,82.72
1106,24.26,24.61,0.84,0.38,41.8
1107,27.15,24.32,0.77,0.56,17.57
1108,31.86,26.39,0.38,0.37,35.01
1109,31.05,27.44,0.48,0.2,24.61
1110,24.0,28.61,0.19,0.25,22.87
1111,32.61,28.2,0.29,0.22,28.26
1112,24.92,25.52,0.78,0.55,18.09
1113,24.91,22.38,0.89,0.91,66.77
1114,28.98,29.87,0.72,0.91,58.0
1115,29.71,27.14,0.47,0.05,64.84
1116,29.54,25.88,0.09,0.08,34.37
1117,23.19,33.27,0.06,0.25,76.97
1118,33.41,31.71,0.37,0.26,12.96
1119,25.45,33.15,0.46,0.09,57.11
1120,23.68,28.43,0.61,0.39,27.55
1121,33.55,23.7,0.01,0.59,52.76
1122,34.42,31.05,0.99,0.58,32.36
1123,33.21,24.68,0.36,0.54,79.05
1124,32.52,27.74,0.85,0.34,89.13
1125,30.52,22.85,0.53,0.71,74.26
1126,29.16,32.73,0.13,0.83,17.56
1127,23.13,23.64,0.8,0.35,27.49
1128,27.31,33.74,0.71,0.09,91.94
1129,26.84,33.23,0.53,0.3,43.72
1130,25.38,28.04,0.51,0.14,94.12
1131,31.4,31.68,0.09,0.47,39.25
1132,28.45,30.05,0.66,0.16,95.18
1133,23.05,32.44,0.91,0.46,92.57
1134,24.86,27.61,0.09,0.22,66.05
1135,30.88,32.22,0.26,0.74,0.88
1136,22.99,28.01,0.9,0.03,40.03
1137,33.07,34.23,0.28,0.55,91.12
1138,28.44,28.32,0.65,0.17,88.51
1139,28.25,28.01,0.53,0.0,18.74
1140,29.7,32.21,0.6,0.87,39.92
1141,32.72,32.68,0.42,0.67,83.55
1142,26.52,29.21,0.3,0.1,57.79
1143,30.81,24.34,0.05,0.66,84.73
1144,29.35,28.08,0.74,0.61,82.66
1145,25.47,34.58,0.75,0.47,90.75
1146,33.42,31.79,0.67,0.42,11.72
1147,32.37,32.55,0.64,0.89,14.52
1148,30.56,22.43,0.24,0.25,8.28
1149,33.06,28.08,0.02,0.4,93.53
1150,33.27,30.41,0.81,0.33,47.52
1151,31.21,32.79,0.49,0.77,6.43
1152,32.88,22.64,0.31,0.92,32.15
1153,31.07,33.08,0.1,0.85,35.14
1154,30.84,29.13,0.06,0.8,80.96
1155,30.04,24.57,0.35,0.99,73.55
1156,31.79,26.12,0.8,0.7,68.94
1157,24.06,25.67,0.92,0.75,2.19
1158,33.45,28.9,0.9,0.98,91.07
1159,33.33,22.67,0.92,0.01,21.56
1160,22.38,24.06,0.91,0.63,62.91
1161,32.74,32.57,0.53,0.74,6.18
1162,23.68,23.72,0.22,0.92,8.15
1163,26.36,25.03,0.8,0.88,0.96
1164,31.67,27.89,0.21,0.84,56.59
1165,24.09,28.72,0.27,0.95,62.94
1166,32.63,31.93,0.23,0.54,5.05
1167,32.82,27.82,0.51,0.01,29.05
1168,28.6,32.27,0.32,0.01,85.15
1169,22.08,30.04,0.15,0.54,10.13
1170,25.73,23.47,0.45,0.44,21.65
1171,30.02,24.03,0.87,0.45,42.44
1172,34.76,27.68,0.57,0.4,84.23
1173,30.21,27.16,0.88,0.92,25.48
1174,25.38,31.67,0.2,0.36,99.71
1175,30.24,29.55,0.17,0.86,35.53
1176,29.02,27.05,0.58,0.9,38.64
1177,32.14,24.22,0.46,0.5,12.21
1178,23.39,24.95,0.66,0.45,68.02
1179,31.89,29.48,0.79,0.76,24.35
1180,29.04,27.5,0.75,0.71,62.89
1181,34.52,28.69,0.94,0.33,22.32
1182,26.44,24.22,0.4,0.1,38.79
1183,30.22,30.62,0.21,0.26,85.67
1184,34.12,33.08,0.55,0.13,73.89
1185,23.33,25.35,0.11,0.29,15.46
1186,34.18,28.39,0.29,0.26,60.77
1187,30.94,34.68,0.21,0.64,62.86
1188,22.88,26.33,0.4,0.95,9.06
1189,25.91,29.74,0.11,0.69,46.58
1190,31.21,23.17,0.03,0.93,26.07
1191,22.88,29.88,0.66,0.78,46.71
1192,29.57,23.17,0.61,0.73,77.71
1193,26.5,34.47,0.71,0.41,15.83
1194,30.07,31.3,0.66,0.32,12.33
1195,22.59,32.25,0.11,0.85,26.93
1196,33.33,31.15,0.29,0.91,95.23
1197,34.66,29.67,0.13,0.45,74.78
1198,34.6,27.85,0.84,0.01,1.95
1199,31.75,33.16,0.75,0.79,40.1
1200,23.69,34.44,0.2,0.29,25.74
1201,31.86,28.49,0.34,0.01,63.81
1202,22.32,34.11,0.97,0.8,45.93
1203,22.29,29.58,0.59,0.52,96.45
1204,26.21,29.0,0.8,0.69,21.9
1205,28.35,27.91,0.26,0.91,58.79
1206,32.02,24.72,0.21,0.54,70.02
1207,30.88,22.05,0.78,0.5,82.56
1208,27.8,25.14,0.69,0.29,40.7
1209,25.56,28.63,0.68,0.31,68.69
1210,34.96,26.94,0.55,0.8,30.32
1211,27.54,27.83,0.56,0.45,43.55
1212,27.87,34.75,0.74,0.16,89.56
1213,24.13,26.55,0.27,0.09,94.99
1214,32.33,27.88,0.35,0.47,71.88
1215,31.02,23.74,0.87,0.46,37.44
1216,24.87,22.62,0.31,0.65,82.01
1217,23.07,32.08,0.55,0.47,2.59
1218,30.85,29.42,0.7,0.14,10.27
1219,30.51,31.89,1.0,0.51,66.14
1220,25.55,23.95,0.44,0.91,29.12
1221,34.36,29.43,0.43,0.16,95.14
1222,23.96,25.3,0.84,0.69,43.61
1223,27.62,24.96,0.81,0.59,42.94
1224,34.27,22.15,0.73,0.75,67.81
1225,27.46,23.69,0.46,0.15,76.76
1226,30.3,26.02,0.32,0.94,47.56
1227,27.17,23.52,0.61,0.62,21.4
1228,25.56,34.82,0.88,0.85,77.33
1229,34.79,26.01,0.88,0.25,32.04
1230,27.32,23.69,0.11,0.74,17.51
1231,33.62,24.59,0.43,0.78,63.16
1232,24.99,29.64,0.46,0.4,9.05
1233,24.77,22.83,0.98,0.38,97.14
1234,22.4,33.21,0.68,0.66,63.24
1235,30.47,34.5,0.41,0.09,98.59
1236,26.79,25.21,0.03,0.74,33.89
1237,33.24,27.85,0.57,0.04,97.12
1238,28.15,22.29,0.1,0.19,14.56
1239,34.59,30.33,0.83,0.66,4.07
1240,24.41,27.38,0.75,0.1,3.3
1241,33.29,25.51,0.46,0.97,46.49
1242,32.1,24.69,0.43,0.87,8.3
1243,32.02,30.5,0.9,0.63,51.22
1244,32.98,27.41,0.29,0.82,32.75
1245,31.89,24.34,0.25,0.89,33.56
1246,30.14,30.96,0.94,0.26,63.56
1247,23.71,29.35,0.81,0.85,16.31
1248,22.42,33.16,0.82,0.19,76.66
1249,33.97,23.53,0.2,0.41,58.2
1250,30.02,32.21,0.14,0.56,91.49
1251,32.35,30.76,0.03,0.71,36.48
1252,28.26,23.5,0.24,0.03,98.27
1253,23.53,31.03,0.77,0.29,57.58
1254,23.63,27.74,0.24,0.61,97.34
